 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,51502,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,225758.223,135.9170518,8583.666667,13165.47544,29718,50,30148,15074.0,20882.27746,29840,308,51380,17126.66667,15000.84312,30076,689,0,0,0,0,72,92,58.25016504,77.66688672,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,38537,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,301710.0449,233.541791,4817.125,9434.329947,25527,33,25655,12827.5,18047.48638,25589,66,38475,7695.0,11402.06019,25672,33,0,0,0,0,72,132,77.84726367,155.6945273,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
58934,95907423,7,9,11607,62,4380,0,1658.142857,1762.272815,20,0,6.888888889,5.30199124,121.6694145,0.166827546,6393828.2,22300000.0,86700000,1,95900000,16000000.0,39100000.0,95900000,15,95900000,12000000.0,30400000.0,86700000,1,0,0,0,0,152,192,0.072987051,0.093840494,0,4380,686.7647059,1366.16267,1866400.441,0,0,0,0,1,1,0,0,1,729.6875,1658.142857,6.888888889,152,0,0,0,0,0,0,7,11607,9,62,229,256,5,20,39934.0,0.0,39934,39934,47900000.0,54900000.0,86700000,9099051,BENIGN
80,92174232,9,6,62,11607,20,0,6.888888889,5.30199124,5840,0,1934.5,2538.919278,126.5972034,0.162735286,6583873.714,22900000.0,86100000,3,92100000,11500000.0,30200000.0,86100000,89,56036,11207.2,24405.49886,54860,3,0,0,0,0,192,132,0.097641172,0.065094114,0,5840,729.6875,1754.344767,3077725.563,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,876.0,0.0,876,876,46100000.0,56600000.0,86100000,6034184,DDoS
443,115367385,22,23,868,13462,411,0,39.45454545,95.45067401,2920,0,585.3043478,828.4733734,124.2118819,0.390058247,2621986.023,4370662.931,9997198,48,115000000,5493685.0,4975957.942,10000000,49,110000000,5016463.136,5121355.353,10000000,48,0,0,0,0,452,604,0.190695143,0.199363104,0,2920,311.5217391,645.3411411,416465.1884,0,0,0,1,0,0,0,0,1,318.4444444,39.45454545,585.3043478,452,0,0,0,0,0,0,22,868,23,13462,8192,980,21,20,37102.90909,42655.36437,165703,23861,9995847.273,1813.847132,9997198,9990770,BENIGN
53,182,2,2,90,172,45,45,45.0,0.0,86,86,86.0,0.0,1439560.44,21978.02198,60.66666667,63.94789546,130,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,10989.01099,10989.01099,45,86,61.4,22.45662486,504.3,0,0,0,0,0,0,0,0,1,76.75,45.0,86.0,40,0,0,0,0,0,0,2,90,2,172,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,559220,3,6,26,11601,20,0,8.666666667,10.26320288,7300,0,1933.5,2720.783986,20791.45953,16.093845,69902.5,193941.0565,549827,40,8689,4344.5,6025.256882,8605,84,559154,111830.8,244874.606,549827,191,0,0,0,0,72,132,5.364614999,10.72923,0,7300,1162.7,2258.94725,5102842.678,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,44802,3,7,26,11601,20,0,8.666666667,10.26320288,4380,0,1657.285714,1561.969346,259519.6643,223.2043212,4978.0,9974.596834,26956,4,27028,13514.0,19106.02523,27024,4,44734,7455.666667,11812.06572,27182,15,0,0,0,0,72,152,66.96129637,156.2430249,0,4380,1057.0,1468.855269,2157535.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,167,2,2,74,154,37,37,37.0,0.0,77,77,77.0,0.0,1365269.461,23952.09581,55.66666667,91.22134253,161,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,11976.0479,11976.0479,37,77,53.0,21.9089023,480.0,0,0,0,0,0,0,0,0,1,66.25,37.0,77.0,40,0,0,0,0,0,0,2,74,2,154,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,77988,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,149087.039,102.5798841,11141.14286,21849.79907,57932,14,19613,9806.5,13615.34107,19434,179,77974,19493.5,27224.12901,57932,171,0,0,0,0,72,112,38.46745653,64.11242755,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,16807126,9,8,1788,760,586,0,198.6666667,290.5064543,246,0,95.0,124.5047331,151.602362,1.011475728,1050445.375,2650662.255,9980004,21,12100000,1508903.25,3431644.536,9980004,186,16600000,2367932.286,3868621.549,10300000,914,0,0,0,0,200,172,0.53548715,0.475988578,0,586,141.5555556,223.6586744,50023.20261,0,0,0,1,0,0,0,0,0,149.8823529,198.6666667,95.0,200,0,0,0,0,0,0,9,1788,8,760,29200,142,8,20,1839134.0,0.0,1839134,1839134,9980004.0,0.0,9980004,9980004,BENIGN
80,498527,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2201.078258,23322.7087,18.05318468,62315.875,171081.1802,485589,6,12301,6150.5,8674.078885,12284,17,498521,99704.2,215780.7391,485589,155,0,0,0,0,72,132,6.017728227,12.03545645,0,5840,1162.7,1918.795458,3681776.011,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,791697,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,14686.17413,8.841766484,131949.5,305759.5489,755419,17,35879,17939.5,24766.41501,35452,427,791605,263868.3333,426063.6372,755419,382,0,0,0,0,72,92,3.789328493,5.052437991,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1137232,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,10223.94727,7.913952474,142154.0,400370.4161,1133017,51,3416,1708.0,2093.036072,3188,228,1137137,227427.4,506241.9844,1133017,51,0,0,0,0,72,132,2.637984158,5.275968316,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
50230,4776632,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,7.536691125,1.256115187,955326.4,2133160.383,4771239,273,0,0.0,0.0,0,0,4773141,1193285.25,2385302.538,4771239,273,0,0,0,0,20,100,0.209352531,1.046762656,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3989929,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.518930788,1.253155131,997482.25,1990966.952,3983931,2,3989929,997482.25,1990966.952,3983931,2,0,0.0,0.0,0,0,0,0,0,0,100,0,1.253155131,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,85526859,9,6,62,11607,20,0,6.888888889,5.30199124,4380,0,1934.5,2177.344966,136.4366719,0.175383501,6109061.357,21400000.0,80500000,1,84800000,10600000.0,28300000.0,80500000,1,696742,139348.4,311058.8573,695787,3,0,0,0,0,192,132,0.105230101,0.070153401,0,4380,729.6875,1584.07667,2509298.896,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,4349017.0,0.0,4349017,4349017,80500000.0,0.0,80500000,80500000,DDoS
80,1942995,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,12.35206472,2.058677454,647665.0,1120074.393,1941015,1,1942995,647665.0,1120074.393,1941015,1,0,0.0,0.0,0,0,0,0,0,0,80,0,2.058677454,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,184,2,2,66,164,33,33,33.0,0.0,82,82,82.0,0.0,1250000.0,21739.13043,61.33333333,104.5003987,182,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,80,80,10869.56522,10869.56522,33,82,52.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,65.75,33.0,82.0,80,0,0,0,0,0,0,2,66,2,164,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49676,55,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,218181.8182,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,18181.81818,18181.81818,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,143,254,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1047203,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,11108.63892,7.639397519,149600.4286,395235.0839,1045909,5,1101,550.5,639.931637,1003,98,1047187,261796.75,522741.7289,1045909,5,0,0,0,0,72,112,2.86477407,4.774623449,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,79073,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,151.7585016,25.29308361,79073.0,0.0,79073,79073,79073,79073.0,0.0,79073,79073,0,0.0,0.0,0,0,0,0,0,0,40,0,25.29308361,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50298,1824391,5,2,11601,26,7215,0,2320.2,3328.814384,20,6,13.0,9.899494937,6373.085594,3.836896806,304065.1667,740254.1713,1815086,63,1824391,456097.75,906001.9504,1815086,85,179,179.0,0.0,179,179,0,0,0,0,124,40,2.740640575,1.09625623,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,0,1661.0,2320.2,13.0,124,0,0,0,0,0,0,5,11601,2,26,8192,256,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
9328,5,3,0,83,0,46,6,27.66666667,20.20725942,0,0,0.0,0.0,16600000.0,600000.0,2.5,2.121320344,4,1,5,2.5,2.121320344,4,1,0,0.0,0.0,0,0,1,0,0,0,60,0,600000.0,0.0,6,46,32.25,18.87458609,356.25,0,1,0,0,1,0,0,0,0,43.0,27.66666667,0.0,60,0,0,0,0,0,0,3,83,0,0,123,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,76927955,9,4,62,11601,20,0,6.888888889,5.30199124,10135,0,2900.25,4871.82583,151.6093857,0.168989284,6410662.917,22000000.0,76300000,1,76900000,9613036.875,27000000.0,76300000,1,27990,9330.0,12378.62157,23418,194,0,0,0,0,192,92,0.116992581,0.051996703,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,6.888888889,2900.25,192,0,0,0,0,0,0,9,62,4,11601,256,229,7,20,580988.0,0.0,580988,580988,76300000.0,0.0,76300000,76300000,DDoS
53,30752,1,1,56,72,56,56,56.0,0.0,72,72,72.0,0.0,4162.330905,65.0364204,30752.0,0.0,30752,30752,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.5182102,32.5182102,56,72,61.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,92.0,56.0,72.0,32,0,0,0,0,0,0,1,56,1,72,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,99001930,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,117.8057842,0.121209758,9000175.455,27400000.0,91500000,3,97600000,13900000.0,34300000.0,91500000,3,1359127,453042.3333,783879.2797,1358188,4,0,0,0,0,172,92,0.080806505,0.040403253,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,1525.0,0.0,1525,1525,48800000.0,60400000.0,91500000,6120076,DDoS
80,1784913,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,6517.40449,4.482011168,254987.5714,673411.4023,1782140,5,2491,1245.5,1443.20494,2266,225,1784896,446224.0,890611.4297,1782140,5,0,0,0,0,72,112,1.680754188,2.80125698,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,797866,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,14572.62247,11.28008964,99733.25,279960.4712,792590,14,4909,2454.5,2911.158618,4513,396,797792,159558.4,353881.6844,792590,14,0,0,0,0,72,132,3.76002988,7.520059759,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,85132151,13,13,1575,1996,1509,0,121.1538462,416.9991699,1460,0,153.5384615,413.5288413,41.94654966,0.30540753,3405286.04,4786799.816,10200000,3,81800000,6819418.167,5001397.754,10200000,4,85100000,7091955.5,4679908.283,10200000,3,0,0,0,0,280,272,0.152703765,0.152703765,0,1509,132.2592593,400.1785748,160142.8917,0,0,0,1,0,0,0,0,1,137.3461538,121.1538462,153.5384615,280,0,0,0,0,0,0,13,1575,13,1996,29200,1024,12,20,49112.25,58237.31103,193242,28288,10200000.0,72846.18161,10200000,10000000,BENIGN
80,1167286,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,9965.852413,6.853504625,166755.1429,440647.6561,1166050,4,885,442.5,284.9640328,644,241,1167243,291810.75,582826.3244,1166050,4,0,0,0,0,72,112,2.570064234,4.283440391,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1762561,3,7,26,11601,20,0,8.666666667,10.26320288,5840,0,1657.285714,1964.895647,6596.651123,5.673562504,195840.1111,585709.772,1757729,14,4337,2168.5,2686.298662,4068,269,1762524,293754.0,717200.357,1757729,14,0,0,0,0,72,152,1.702068751,3.971493753,0,5840,1057.0,1734.985821,3010175.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,100679714,9,4,62,11601,20,0,6.888888889,5.30199124,10135,0,2900.25,4871.82583,115.8426016,0.129122337,8389976.167,25900000.0,90000000,1,101000000,12600000.0,31500000.0,90000000,1,14480,4826.666667,4023.194792,7229,182,0,0,0,0,192,92,0.089392387,0.03972995,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,6.888888889,2900.25,192,0,0,0,0,0,0,9,62,4,11601,256,229,7,20,2004.0,0.0,2004,2004,50300000.0,56100000.0,90000000,10600000,DDoS
443,148951,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,80.56340676,13.42723446,148951.0,0.0,148951,148951,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6.71361723,6.71361723,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,0,33,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,2032132,6,0,36,0,6,6,6.0,0.0,0,0,0.0,0.0,17.71538463,2.952564105,406426.4,907666.8653,2030110,1,2032132,406426.4,907666.8653,2030110,1,0,0.0,0.0,0,0,0,0,0,0,120,0,2.952564105,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.0,6.0,0.0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,92026,2,2,62,244,31,31,31.0,0.0,122,122,122.0,0.0,3325.147241,43.46597701,30675.33333,53126.03972,92020,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,21.7329885,21.7329885,31,122,67.4,49.84275273,2484.3,0,0,0,0,0,0,0,0,1,84.25,31.0,122.0,40,0,0,0,0,0,0,2,62,2,244,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,10084562,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.379875299,0.396645883,3361520.667,5821908.03,10100000,48,10100000,3361520.667,5821908.03,10100000,48,0,0.0,0.0,0,0,0,0,0,0,80,0,0.396645883,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,481.0,0.0,481,481,10100000.0,0.0,10100000,10100000,DDoS
80,1196433,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,9723.068488,6.686542414,170919.0,451867.0083,1195657,1,568,284.0,265.8721497,472,96,1196388,299097.0,597706.7088,1195657,1,0,0,0,0,72,112,2.507453405,4.179089009,0,10220,1292.555556,3378.299021,11400000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
36934,38,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,473684.2105,78947.36842,19.0,25.45584412,37,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,20,40,26315.78947,52631.57895,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,0,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,10130771,6,0,36,0,6,6,6.0,0.0,0,0,0.0,0.0,3.553530131,0.592255022,2026154.2,4529496.606,10100000,1,10100000,2026154.2,4529496.606,10100000,1,0,0.0,0.0,0,0,0,0,0,0,120,0,0.592255022,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.0,6.0,0.0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,2007.0,0.0,2007,2007,10100000.0,0.0,10100000,10100000,DDoS
53,30787,2,2,70,358,35,35,35.0,0.0,179,179,179.0,0.0,13901.97161,129.9249683,10262.33333,17729.86307,30735,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,40,40,64.96248417,64.96248417,35,179,92.6,78.87204828,6220.8,0,0,0,0,0,0,0,0,1,115.75,35.0,179.0,40,0,0,0,0,0,0,2,70,2,358,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,144212,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,166.421657,27.73694283,48070.66667,82915.30182,143813,161,144212,48070.66667,82915.30182,143813,161,0,0.0,0.0,0,0,0,0,0,0,80,0,27.73694283,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,65269,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,178139.6988,122.5696732,9324.142857,22199.53121,59496,67,5219,2609.5,3595.637982,5152,67,65173,16293.25,28897.53763,59496,118,0,0,0,0,72,112,45.96362745,76.60604575,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,191818,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,60614.7494,41.70620067,27402.57143,68274.32628,182046,24,9347,4673.5,6367.496565,9176,171,191794,47948.5,89503.10363,182046,181,0,0,0,0,72,112,15.63982525,26.06637542,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
55162,23723,2,1,12,6,6,6,6.0,0.0,6,6,6.0,0.0,758.7573241,126.459554,11861.5,16739.33883,23698,25,23723,23723.0,0.0,23723,23723,0,0.0,0.0,0,0,0,0,0,0,40,20,84.30636935,42.15318467,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,8.0,6.0,6.0,40,0,0,0,0,0,0,2,12,1,6,1024,255,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,227,2,2,74,106,37,37,37.0,0.0,53,53,53.0,0.0,792951.5419,17621.14537,75.66666667,125.8623587,221,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,8810.572687,8810.572687,37,53,43.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,54.25,37.0,53.0,40,0,0,0,0,0,0,2,74,2,106,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,72649547,8,5,56,11607,20,0,7.0,5.656854249,7300,0,2321.4,3346.363967,160.5378214,0.17894124,6054128.917,19000000.0,66300000,1,71300000,10200000.0,24800000.0,66300000,1,1336102,334025.5,667331.7868,1335023,3,0,0,0,0,172,112,0.110117686,0.068823554,0,7300,833.5,2184.061804,4770125.962,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,964.0,0.0,964,964,35700000.0,43300000.0,66300000,5010874,DDoS
80,793859,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,14646.17772,10.07735631,113408.4286,296958.9434,786831,128,6255,3127.5,4082.127448,6014,241,793731,198432.75,392277.0496,786831,159,0,0,0,0,72,112,3.779008615,6.298347691,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,80288659,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,145.2633553,0.14946071,7298969.0,20500000.0,68200000,0,80200000,11500000.0,25400000.0,68200000,0,55458,18486.0,31295.87602,54622,146,0,0,0,0,172,92,0.099640474,0.049820237,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,1006.0,0.0,1006,1006,40100000.0,39700000.0,68200000,12000000,DDoS
80,8132276,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.951203329,0.491867221,2710758.667,4692869.95,8129618,321,8132276,2710758.667,4692869.95,8129618,321,0,0.0,0.0,0,0,0,0,0,0,80,0,0.491867221,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2658.0,0.0,2658,2658,8129618.0,0.0,8129618,8129618,DDoS
50572,53,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,339622.6415,56603.77358,26.5,30.40559159,48,5,0,0.0,0.0,0,0,48,48.0,0.0,48,48,0,0,0,0,20,40,18867.92453,37735.84906,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,0,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,141134,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1998.0254,82382.70013,63.7691839,17641.75,44159.19754,126287,47,14097,7048.5,9668.271019,13885,212,141085,28217.0,55150.43736,126287,150,0,0,0,0,72,132,21.25639463,42.51278926,0,4380,1162.7,1791.113375,3208087.122,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6864751,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.370151226,0.728358538,1716187.75,3431740.862,6863799,4,6864751,1716187.75,3431740.862,6863799,4,0,0.0,0.0,0,0,0,0,0,0,100,0,0.728358538,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,952.0,0.0,952,952,6863799.0,0.0,6863799,6863799,DDoS
