 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Label
27375,863664,38,5,3588,401,705,36,692.2532047625905,484.9186080598349,612,98,229.98363045922775,473.4693983859397,410703.7693219521,5833.169508889507,1,0,0,1,1,1,1,1,1.1989250508466511,BENIGN
64095,964632,32,17,7970,12506,270,62,437.4259678656765,33.38070631014264,704,82,890.6113480350563,326.9772560214344,650589.3204734265,480.071833551918,1,0,1,1,1,1,0,0,1.6510224041764148,BruteForce
24524,429668,17,11,8880,10381,880,10,85.89381966136537,174.75288233916913,1100,6,199.12947537412333,21.99415975654688,485543.1667446987,5781.25442039721,0,0,1,0,0,0,1,1,1.160134333570744,BENIGN
7412,227287,2,10,4921,10879,28,66,723.8084110863224,75.6785008190845,624,74,616.9377661343972,233.10233499780023,113520.08769107028,7649.062189157018,1,0,1,0,0,0,0,1,0.8069168859501776,BENIGN
1642,206488,29,47,12639,7196,651,34,697.1139229175296,327.7269883918655,908,56,878.1234653524355,263.67211179837454,47586.12997105845,2700.1403207276285,0,0,0,0,0,0,0,1,1.6883484084055864,BENIGN
64914,347551,34,21,13697,10784,761,53,253.13315897601944,131.03492833309244,489,13,839.7340827805667,423.4378136037589,730601.3132328903,3311.831547039436,0,1,0,0,1,0,1,1,1.6941900550114612,BruteForce
28332,885692,26,6,12849,13452,144,68,121.27098444827226,321.61028255387066,1122,97,475.863288539194,6.630148287622992,341840.7294969578,1960.5306396713677,1,1,1,1,0,0,1,0,1.5833068395026944,BENIGN
57063,451001,2,27,3128,12490,647,22,717.6437333076761,329.1415224050318,858,32,519.8807472773669,493.5268634692821,750150.36239954,2834.118568542632,0,0,1,0,1,0,0,1,0.8653214102868427,BENIGN
48970,189484,23,7,5172,7646,593,48,718.2414670016911,254.78535690686215,984,26,120.1231869281994,236.0921831643808,519433.75825505855,5342.33958871881,0,0,1,1,1,1,0,1,1.7480889218365463,DoS
22707,245547,19,43,13383,14497,1051,27,652.3007290451887,59.820511376101976,301,79,298.07108848112625,183.9195609000638,549413.9463866008,2285.371990946313,0,1,0,0,0,1,0,1,1.6947426090866649,BENIGN
43950,817876,2,41,13575,9349,361,15,188.9226862620792,36.75496644579123,50,10,199.25860054832643,402.8948261446434,125697.40217679742,6565.551265152718,0,0,1,1,0,1,0,0,0.9034580652880916,DoS
22379,486276,1,34,8875,11494,726,62,105.8562157174052,356.0163012035384,878,22,164.4987521150074,266.2141196157213,345071.6441954215,4634.047586094976,1,0,0,1,0,0,0,0,1.4779034919778378,BENIGN
22370,290525,5,48,283,8078,1058,48,461.4207798873369,170.25182184997598,1213,13,917.1203203494016,441.3426100195015,12865.11375079139,3864.8721726049903,1,0,1,1,0,1,0,1,1.548185316927166,BENIGN
8140,85531,32,40,5721,7315,55,44,518.8253458689858,177.976582187896,595,90,121.4483508343922,427.2100293980797,178950.3793553929,1215.5011587184342,1,0,0,0,1,1,1,0,0.9337671905784992,BENIGN
29769,289103,13,14,4568,1765,722,26,234.0152781464169,246.67935906954813,1055,77,878.3927552972767,490.93528007353353,807272.0771024734,4809.69584141062,0,1,1,0,0,1,0,1,1.065091122184968,BENIGN
48295,804566,25,14,1109,2721,1301,48,570.7140617327275,378.9496356160026,803,49,510.3146444711556,311.7269728333164,360748.97950305097,6234.523110170263,0,1,1,0,0,1,1,0,0.68608043351198,BENIGN
8944,747420,6,2,1851,10256,743,3,400.1896198733742,122.6225026924081,728,4,135.60841471202605,492.78307325060223,158106.18380009,3540.584510912187,1,0,1,1,1,1,1,0,0.82142565301551,BENIGN
44108,314517,8,20,2376,9814,866,5,503.6454988553909,292.79779946973593,1187,91,908.4187375643526,130.25606132955045,711983.854207432,9765.041061784585,1,1,1,1,1,1,0,1,0.5582937890451202,BruteForce
28155,136715,36,11,5899,14095,1199,54,876.3213706132698,62.58618259234581,108,84,538.6227297466638,48.79726273103905,490914.92305840383,2501.298499552863,0,0,0,1,1,0,0,1,1.0368692313482102,PortScan
11322,841852,10,1,12469,3168,293,3,412.4956684342419,71.11134160242435,69,24,756.9895486175857,462.0103775801042,362316.2071474938,7425.372819861725,0,0,1,1,0,1,1,1,1.6875257223338735,BENIGN
63121,965063,46,6,10347,10593,250,8,162.99672835104707,110.99962715339464,1080,10,948.3596118701106,234.5938369303664,765767.862821288,6875.844732668545,1,1,0,1,1,1,0,0,1.472453692588723,DDoS
34604,973951,32,8,11850,3432,980,12,442.124919111354,158.3373799384043,878,16,315.33536975278344,153.0867161167526,466729.609431805,5905.724464532206,0,0,0,0,1,1,1,1,0.7220718153551844,BENIGN
30355,772983,17,4,13575,4524,188,89,431.9876519793134,341.5788211502756,513,33,239.5029428088969,109.52265628921748,256874.6905305104,5920.331121652642,1,0,1,1,0,0,1,1,0.7435568605297873,PortScan
38594,736286,38,3,6422,6501,648,2,835.5902941295035,78.82979133286902,1276,58,840.1794371470162,178.36482536759974,202605.10798821892,3950.4497684938847,0,0,0,0,0,1,0,1,1.7383049642380892,PortScan
3013,528615,39,42,12261,8480,1258,45,405.4985444855346,363.25003523963215,507,96,860.3571060755452,290.28522278059995,237555.6865001559,2446.779952863208,0,0,1,1,0,1,0,1,1.767539129031049,BruteForce
56991,9228,10,40,4863,11735,317,56,501.0192672264433,444.4818662608208,88,61,456.774692579901,161.7758221721441,321009.9908637486,5243.961916585778,0,0,1,0,0,1,0,1,1.3749690588635082,DoS
11402,775724,2,33,13416,7447,311,5,145.06143798820665,95.81480571458,1128,12,678.4641879583568,169.50857720751435,243537.00235993744,8736.40358628152,1,0,1,1,0,1,1,1,1.964282061037886,BENIGN
44429,156571,5,45,4208,245,574,3,574.1903195394107,234.9465394445875,1168,34,591.4474805949731,216.4656527941311,359566.122834237,630.2627719147389,0,1,0,1,1,1,1,1,1.4718766678822268,BENIGN
16675,62960,10,32,1018,10172,1148,37,901.0014524480376,291.10614221249443,762,42,164.582609500974,280.18376431255217,500955.1978286244,5601.568343160758,1,0,1,1,1,1,1,1,1.903718504545828,DoS
13991,133778,33,19,12429,7532,1331,17,718.2991335238146,343.3131910468244,101,57,349.69106416651,388.0593990567023,916761.1498161514,8580.072800490048,1,0,1,1,1,1,0,0,0.8674566305554774,DDoS
56482,848971,23,45,6780,13308,646,6,449.9118433060865,324.6195593862698,99,34,914.318532887617,305.4828689084089,922043.0150836904,5637.693353578144,1,1,0,1,0,1,0,1,1.759474088022748,DDoS
6787,702437,47,18,4774,10345,1232,48,187.6537263419787,290.23355883007747,1382,75,979.3359342789862,193.98082206237797,995921.4974625066,8106.074683689702,1,0,0,0,1,0,0,0,0.9528113228456188,BENIGN
45701,141399,27,8,4278,5535,427,1,101.42768798220472,271.2719004776035,392,6,367.829903189529,149.21944033857287,680555.9600868281,1845.7048662772008,0,0,0,0,0,0,1,1,1.5538189192791871,BENIGN
834,261487,12,30,2510,12848,343,83,499.16424090708847,247.78681156799328,1281,57,673.4217606789502,125.3650354587432,244915.49657439123,2016.9470054366843,1,1,1,1,1,1,1,1,1.6288515834598836,BENIGN
19959,766897,22,43,1759,14776,1395,20,892.6744225003947,423.80350549834577,1490,79,162.38635019340256,132.19425314796345,558384.0396819221,9504.645305712267,1,0,1,0,1,1,1,0,0.8765284751440989,BruteForce
10271,378109,41,39,10822,7237,1496,49,581.9010202567508,64.47089729147388,1264,80,526.7281151851032,165.2176675115887,714986.1696594435,6130.828858439564,1,1,1,0,0,1,1,0,1.8910628951538628,DDoS
42140,366362,31,40,4706,4458,260,87,884.3642500270241,444.943040390698,1025,88,575.0832081973233,243.39179353602947,638000.7185470114,2469.532236425192,0,1,1,0,0,1,0,0,0.6523230912674797,DDoS
7581,57023,31,9,8678,1466,66,20,114.52989401168492,420.9789451657328,576,51,648.4131247422811,385.7368146510434,119648.64552767936,6517.961629341943,1,0,1,0,0,0,1,1,0.7130644600149593,BENIGN
49297,885156,35,3,11438,4321,528,35,237.7873900305555,331.1231766776249,902,82,575.7282855224153,366.5011121056213,755437.0673661192,8242.493252369171,1,1,1,0,0,1,1,1,1.1997856950602237,BENIGN
30326,986421,37,8,9495,5025,80,64,291.5069376133538,113.77639858260534,1186,8,831.5804031250888,188.9331391719047,103693.22695838766,3751.7019254798392,0,0,1,0,1,1,0,1,0.6077283899780352,BENIGN
19143,530837,5,49,5786,4522,1085,7,76.2502412131341,167.65312069888714,930,39,356.5994158555065,214.80353462778544,587302.4281080791,9092.733060000792,0,0,0,1,1,1,0,0,0.6563361292829855,BENIGN
37458,981884,46,11,13952,7587,1470,65,999.3683666895596,469.9159474047473,1491,96,157.66738117532054,244.2382080488673,684656.9215618877,2234.716906502016,1,0,1,1,1,1,1,0,1.094313464448714,BENIGN
37354,311878,45,1,4551,8339,1414,65,556.5406311505883,310.0644361759582,705,85,215.9064616520368,10.995992469446302,365907.66909327183,4928.98996156298,0,1,0,1,0,0,1,1,1.364795977833175,BENIGN
61549,511084,11,8,12169,4799,307,69,611.6807604630834,104.43101416737056,1117,85,399.1553505317111,474.18677617055766,80323.5521475769,3734.4876593688714,0,1,0,0,1,0,0,0,0.8559680136521763,BENIGN
2931,937487,44,49,1566,2221,451,75,959.7803010685244,495.104342948784,1352,4,563.6744571703871,338.1819136650593,831324.498901456,6972.41212612297,0,0,1,1,0,1,0,1,0.833016576063257,BENIGN
6620,984398,22,35,14909,12255,1309,43,181.60540499759537,426.36312146185526,1308,44,890.5120965789683,444.7539078963749,3481.9819032050923,8008.823823108958,0,1,0,0,0,1,0,1,1.280213214580193,PortScan
13450,767180,10,2,11384,6100,568,86,800.7258598658784,275.50268263077845,505,22,522.879063922235,14.061073550625572,159034.14405447707,6360.830215743399,1,1,1,0,1,0,1,0,0.5107380253930138,BruteForce
63522,704269,4,9,7824,1260,984,8,291.01198849602025,128.5921268479659,79,54,282.70949579377725,211.41592595179537,948610.4414652946,3593.652711450117,0,1,1,1,1,0,0,0,1.6044071524704822,BENIGN
6170,586713,9,5,4754,3924,1201,71,967.2113741575372,425.12448223821406,1398,28,312.45211017485354,276.81844957982094,212985.0582608865,269.9369893799937,0,0,1,1,1,1,0,0,1.3038202683369675,BENIGN
60547,626760,43,21,6160,3552,634,13,848.4271025568652,297.8760661937844,1155,48,184.08471140195644,8.039380519025384,209189.0827359537,9915.796369001026,1,0,1,0,1,0,1,1,1.3026547438653326,BENIGN
39907,590083,3,43,9421,866,1425,41,586.9145934127406,61.41118077228538,310,79,627.4784104419424,145.3649138447663,248090.8188943431,1765.1852180368708,0,1,0,1,1,0,0,1,1.9896741198671457,BENIGN
52517,28142,34,28,9140,11158,959,60,57.82442951236212,218.52590091206096,767,51,784.2373176896389,8.378380329625397,687273.9940318578,6623.276848745457,0,0,1,0,1,1,1,1,0.5186775371717149,BENIGN
53414,692842,23,40,14097,5440,1080,79,591.2194004336394,403.31245083850143,1184,59,647.1746797600712,443.26762436625927,881800.3138184547,8954.662326571277,0,1,1,1,0,0,1,1,1.0095488709106308,BENIGN
64455,23388,43,4,7397,3,930,23,856.1582741793342,39.91447614247434,483,4,178.95065469786823,366.3131758893708,891994.8864041738,5520.115247527596,1,0,1,0,1,0,0,1,1.3189582870775385,BENIGN
56681,419066,36,13,13257,8857,33,38,866.7423443271208,362.4670117617308,1164,96,746.1466737461747,244.63817784581664,703525.0049955441,3581.993663764865,0,1,0,0,0,1,1,0,1.9938967488470631,BENIGN
61933,989471,48,32,387,6850,292,31,631.6977156045762,181.3026478306493,1457,6,736.7114706915864,43.35040084268974,890501.7428318657,1527.8227588108484,1,1,0,0,1,0,1,1,1.9935917831880023,BENIGN
22594,964164,41,38,1987,9553,175,84,882.3931941137356,158.45809613181524,307,5,396.21443253220286,181.27852395746075,820880.1354497775,7078.789637537686,0,0,0,1,1,1,1,1,1.549984506871114,BENIGN
57076,283266,17,14,12873,6518,1000,64,158.38605363461176,149.12199393136063,615,11,156.4797213968035,126.68845121574168,323874.45018378715,8681.981661415311,0,1,1,1,0,1,0,0,1.236192305756175,PortScan
43108,36036,42,27,3536,1835,642,48,773.7149922072048,359.85766692065226,356,12,340.00321111165334,350.74800081545345,908810.2090868952,4119.086073530894,1,1,1,1,0,1,0,1,0.927347776331748,BENIGN
35277,217286,29,6,3556,976,1476,70,973.8887580517556,6.25113716679493,74,56,945.5157030111134,122.9019242717832,447877.716070525,5703.97783669316,1,0,0,0,0,1,0,1,1.429636701086633,BENIGN
23256,950096,42,34,9868,1233,309,44,939.1573960421732,22.814965289990592,457,44,203.066751880042,169.45815742957805,206633.44770828093,2148.7011906284874,1,0,0,0,1,1,1,0,1.0408492451197036,BENIGN
60421,820484,19,35,9545,13633,1194,55,662.1763541677724,416.6098113612032,74,23,203.71997087748764,395.62848742690846,272238.4168111508,289.4534534932072,1,0,1,0,1,0,1,0,0.5684580831769129,BENIGN
1847,149208,33,26,3065,1767,344,96,675.5889194554513,321.0932540995109,335,96,670.3563860280267,425.981395434353,36755.19092875554,268.8460983150835,0,1,1,1,0,0,0,1,0.502494448275451,PortScan
34712,883563,45,33,10834,10340,847,28,492.9995988353392,158.54225673036754,1280,26,159.87189126684564,32.42119603489681,205270.2489393686,1662.1212503741997,1,0,1,1,1,0,1,0,0.804334858293839,BruteForce
31636,238261,18,2,13842,5552,564,78,568.0947095269596,71.44801745140306,1010,13,615.258000611864,499.0201548361589,950239.4273804014,1839.776329227614,0,1,0,1,1,1,0,1,1.6492138579038826,BENIGN
2347,340942,2,12,8372,13123,601,8,208.0935700953929,129.78883648333846,484,10,781.8910548757095,387.5144371347535,35816.51027794688,4081.513270910682,0,1,0,1,0,0,0,1,0.7359724523449626,BENIGN
51371,531465,14,20,4929,10197,1013,70,798.3600790093265,155.64883668094174,771,16,765.8172114100298,194.0224619764418,281871.7413714325,4902.707632642862,1,0,0,0,1,0,0,1,1.5778893914969807,BruteForce
46669,267520,15,20,4556,5593,438,12,358.3272635282398,259.6285741345043,1095,22,51.67953748124989,129.1760402990206,765668.5749741857,4363.552633418403,1,0,1,0,0,0,0,0,0.6195013659766759,DoS
4800,759901,22,9,13519,5495,690,17,857.7837997432022,418.78241614876765,1432,1,781.9990153422485,132.62064115797483,200053.12090130543,6731.538259839437,0,1,0,0,0,1,1,0,0.8914994829763859,BENIGN
32974,616066,39,46,108,7192,26,64,104.20546449773568,173.92006642965583,1107,86,248.76741345505377,9.314755036229425,927749.112107636,9774.941068424308,0,1,1,0,0,1,0,0,1.2309587807393143,DoS
7824,112991,47,11,1850,9922,1333,45,569.6767391032254,208.39545297094423,590,33,76.23525439915662,382.3849833988171,346103.6848391759,399.8119296818339,1,1,1,1,0,1,1,1,0.7055703961582458,BENIGN
43899,868375,35,8,4196,12200,1281,91,680.578399315615,93.77991283595316,830,21,313.99967794871225,300.1229414701058,776053.5223630214,2779.995193117099,0,1,0,0,1,0,0,0,1.3030784457059343,BENIGN
34040,950163,44,44,2740,14144,514,39,978.7507197229486,348.8307677552305,220,10,284.6204055717016,133.23180383574226,980560.1080320128,2577.4454613328107,0,1,0,1,0,0,1,0,0.7654338660692654,BENIGN
8412,828188,26,25,8635,3982,88,78,111.59250784688166,198.42142211600117,664,27,195.0619699242328,26.749016244821284,887701.1233918715,1325.8028432677625,1,0,0,0,1,0,1,0,1.158992669409593,BENIGN
13107,663690,6,15,10112,14245,547,37,429.33429322449655,146.43705714006174,1306,50,343.8985237794956,314.4550966272086,397958.5981519512,7252.986760407079,1,1,0,0,0,1,1,1,1.2605126434419338,BENIGN
63751,273723,11,22,3012,7503,914,58,945.499256559404,322.27321160529226,416,12,983.0941831625016,362.5607570302861,575136.2689477804,1710.1295656165796,1,1,1,1,1,1,1,1,1.3752586364914396,BruteForce
11018,811555,3,29,4620,8000,484,66,277.5142788416234,323.3734153505984,1074,17,79.81070361601033,475.7459961424631,295372.45456978,1998.3142239319684,1,1,0,0,1,1,1,0,1.7504366651979684,BENIGN
46848,783302,20,34,1239,11368,461,87,989.7249561477912,108.327554047053,668,84,160.5232120819009,39.87024439878349,97013.95563298528,1618.3211531523798,0,1,1,0,1,0,1,0,0.7197880119341047,BENIGN
39524,892028,1,27,3123,11123,1295,76,500.60929202277646,382.878385828473,779,64,341.315905357187,75.62698683318784,248524.05707326625,2660.453465698495,1,1,0,1,1,1,1,0,0.716071110729015,BENIGN
40100,57994,17,39,9384,4299,235,96,686.8947389260087,168.7997486236229,708,37,969.219233654238,442.806450402454,423185.27139483247,3167.7351982804407,1,0,0,1,1,1,1,0,0.8207429165435609,BENIGN
42467,675002,40,26,5682,8909,189,57,711.8918797137915,381.086495272983,528,78,845.9474481497807,230.45001320570904,146842.66084154526,6244.207038498993,1,0,1,1,0,0,0,0,1.819214531462456,PortScan
7038,827496,31,32,13230,12926,175,19,416.6220787162216,5.843394880322808,431,50,365.0285634015502,486.96420472817886,66889.52449364477,2427.3238592814905,1,0,0,0,0,1,0,1,1.3305549720796086,BruteForce
6758,193022,8,10,13561,3542,1438,12,947.9291507715672,435.53082853600574,420,59,446.1391731193297,182.9968390903649,622217.7469075252,2460.045114756207,0,0,0,0,0,0,0,0,1.5678776558756482,BENIGN
7785,588502,5,8,3650,1192,1252,3,282.01059504264697,152.5311343339168,909,86,784.7719206655585,191.03882560302335,461740.7937803962,4984.408710109468,1,0,1,0,1,0,1,1,1.1733849973591608,DoS
28490,938543,47,35,10977,11221,407,50,891.627486895963,97.52021973940326,1473,73,787.4951203297134,449.33214319652905,48296.52068489052,8493.913377609186,0,0,1,1,0,0,0,0,1.0818811630874197,BENIGN
15047,880170,10,34,3079,11514,247,80,997.4326352005912,122.72015669483544,568,13,787.5298496302759,413.31740597355054,119628.6546974944,8930.637037118682,1,1,1,1,1,1,0,1,0.7815251147762581,PortScan
34154,176704,7,47,8173,13187,608,41,301.3940045551901,76.27505787761177,1452,43,393.5286151075772,386.2124694940546,693781.4170176344,9156.743150430904,1,0,1,1,1,1,1,0,0.8769833867281639,DDoS
47902,19034,22,35,3877,893,584,50,447.4504646254068,109.93085279563437,334,71,565.9954675211101,5.676133308167183,470032.7300420597,1976.2712571901636,1,0,1,0,0,0,0,0,1.7517626755703044,BENIGN
61793,238341,45,30,1604,5274,266,85,215.56474457629267,176.77887253618985,1135,46,306.6945251389251,445.1924658726318,236626.850258049,6377.98943775233,0,1,1,1,0,0,1,1,1.7153959492289337,BENIGN
49843,923161,22,19,12317,13267,923,85,266.9142947636449,463.9964881525476,1469,50,459.4267485285002,221.31330499038424,63708.38534269232,8086.309413466208,0,1,0,1,1,0,1,0,1.4928162082619991,BENIGN
26685,268449,21,42,356,5869,187,77,102.85672636226758,298.6634377368118,685,10,615.5714868612345,37.79874111515129,305330.05402557825,1913.347860541989,1,0,1,1,1,1,1,0,0.8746491396343758,BENIGN
62643,126210,8,17,12502,5357,1445,53,867.4859122580727,441.78628470935007,636,29,234.8283531298084,68.63304094092243,425128.1002206177,5715.690464174651,1,0,1,0,0,0,0,1,1.0719121989293374,BENIGN
4551,903553,34,2,10959,4956,264,36,464.1381595426425,6.525292143307614,1176,6,100.2942931826509,223.3324627908464,518980.9286725479,7028.94799040875,1,1,1,1,0,1,0,1,1.029590263850393,BruteForce
16664,725837,10,40,5336,9322,892,21,297.1101838646292,125.46800813615612,640,7,612.8174775749881,263.0369612970988,554448.0796039106,5131.439361441178,0,0,1,1,1,0,1,0,0.8923049629336631,BENIGN
23568,316206,37,31,2249,14540,170,34,130.79144024076757,46.556072442393,744,99,578.0064290870829,109.45154834874346,98648.73665646285,5815.576827384466,1,1,1,1,1,0,1,0,0.9662045829079412,BENIGN
56121,811007,2,10,1717,4318,1070,28,925.8578486261126,302.67697536008285,165,22,569.0500664748305,152.34357840531572,312826.65287160827,5577.986249047583,1,1,1,0,1,0,1,0,0.6071420482343769,BENIGN
97,452777,29,40,10738,5248,1275,76,837.4522563770839,337.71360003154155,31,53,179.57053766071553,72.80237798067701,770320.2910233693,7106.281314226174,1,0,0,0,1,1,1,0,1.651868655395886,BENIGN
29,946876,22,26,2025,10630,1091,8,291.8955233202508,7.119470128871296,1388,48,843.2452710945807,266.5045920385129,898121.7214722648,9666.340048276348,1,1,1,1,1,1,1,1,0.5043399777451056,BENIGN
39810,50862,13,15,8447,3759,473,98,387.6648466883048,55.03286372401261,815,77,984.3475356605647,485.03600804205166,841848.4058658034,2323.7520647129413,0,1,0,0,0,1,0,0,0.7045110967750752,BENIGN
16431,646450,19,32,13172,7485,659,68,456.1510559947648,212.8105260693721,1208,14,413.9496333004658,304.6093651142677,160012.27140653928,9480.774583730969,0,0,1,1,1,1,0,0,0.5620599455520784,BruteForce
9697,809452,20,43,4542,13633,388,54,492.609922903932,456.2939743910915,1235,74,731.6780913748519,196.68427696406644,142401.16489016634,2576.385105616447,0,1,0,0,0,1,0,1,1.827547964269443,DDoS
27716,371603,49,8,4493,12214,610,68,930.8160958491894,292.785523191573,34,62,101.20938557855366,255.23245872187044,116101.34468880192,1667.235237335486,1,1,1,1,1,0,1,0,1.328695992465308,BENIGN
31863,746789,23,42,11060,10132,84,70,561.1755657303515,165.21307661272112,263,53,955.3994685915592,150.9910864417989,878305.226470816,7437.230602855101,1,0,1,0,0,1,1,1,0.7082322104535488,BENIGN
1782,525070,48,16,5189,8470,1038,77,883.8704250830963,482.2521689534513,265,45,177.74417517952747,288.4637821857108,941811.3847736728,3540.2846055652985,1,0,0,1,1,1,1,1,1.5133312319694596,BENIGN
55149,122000,22,21,4912,11109,233,11,730.9578308644021,293.1500785558188,696,2,163.15229579934174,117.37530864898844,713126.848461151,6994.385944533378,1,1,0,0,0,1,0,0,1.1006970897727557,BENIGN
23210,529993,9,47,575,9728,529,19,945.2263322877895,424.6561838296228,126,34,972.5125405019336,401.3780743529213,276933.42303254385,6528.922298482288,0,0,1,0,0,1,1,1,0.6375272464335286,BENIGN
28044,489537,33,36,839,3879,342,82,433.3466281818679,220.6252162530781,970,85,348.0786274740165,235.9859901567776,562519.8195346368,9969.067240633249,0,1,1,0,1,0,1,0,0.7662408176143934,BENIGN
31571,591653,18,17,1213,12547,1181,83,939.5256157283164,185.7003823831937,639,80,83.4352520331689,338.9241466891156,146018.5446529114,6561.0550986550825,1,0,0,1,0,0,1,1,0.5440586954372082,BENIGN
18709,319240,19,48,5479,7044,697,27,488.52096889903487,247.7816984471568,270,32,121.58662432739156,464.7283669320053,248126.7777705084,1156.6938621035547,1,0,1,1,0,0,1,1,0.7021914198240908,DoS
29897,645399,21,40,7817,9546,179,30,361.3256585556178,262.5962014258429,450,73,218.30034917431712,376.7296383382976,113435.46876439714,3805.353658607988,1,0,1,0,1,0,1,1,1.670699753382639,BruteForce
54932,443946,25,19,1401,365,647,33,151.79886208057724,111.30590298142369,1041,75,677.1788639504472,74.10826687471841,217554.2413718875,2857.8271470346654,1,1,1,1,1,1,0,1,1.2780677648193213,BENIGN
31309,596388,1,11,14395,7003,169,68,291.3200916407846,407.9220674137878,1018,1,860.4482061835247,343.2431898787878,229204.54977022557,195.74822702176104,0,0,1,1,1,0,0,0,1.54586437666962,BENIGN
37214,422846,48,31,7951,8805,325,59,916.61814089962,138.3316744993446,55,8,687.2573271650895,372.9759753242999,365980.5842481485,961.0783853953494,0,0,0,0,1,1,1,1,0.8102882549365723,BENIGN
56482,848971,23,45,6780,13308,646,6,449.9118433060865,324.6195593862698,99,34,914.318532887617,305.4828689084089,922043.0150836904,5637.693353578144,1,1,0,1,0,1,0,1,1.759474088022748,DDoS
47949,945525,32,48,4824,2848,256,54,877.0690430982834,457.5739008894205,167,46,709.3009473088323,209.90005940646745,83268.48285257857,2611.2659438275987,1,1,1,0,0,0,1,1,0.5488680216938011,BruteForce
4564,25593,45,23,6560,7983,410,60,989.8666224868616,97.02134722035215,1363,2,419.7967969290469,413.3900045605051,867873.3176130231,3409.452923692073,1,0,0,1,0,0,1,0,0.9965775403811594,BENIGN
44347,117236,16,42,3937,14025,701,67,772.5302097439268,495.2805373704803,625,68,746.3211843355721,158.16638044364896,444076.6642063589,8102.080763620842,1,1,0,0,0,1,0,1,1.0464880291200456,BENIGN
62980,171919,17,15,819,118,802,2,855.2308055048668,273.3075158255285,332,2,130.5581154340293,231.63947425037207,105102.23110031344,196.40629711661364,1,0,1,0,0,1,0,1,1.9359300468708287,BENIGN
40178,158493,41,27,13990,14985,517,99,577.2675979950266,147.2400625622884,1248,42,194.5621803074731,113.40386598200833,842878.9383831162,7604.407021221478,1,1,1,0,1,1,0,0,1.3876797254757431,BENIGN
61007,148703,42,18,13351,13935,751,68,369.5502762895243,280.2771930361705,443,63,806.9131814637226,476.9261059028454,255900.18341562545,7001.859740467601,0,0,1,1,1,0,0,0,1.1040173228261505,BENIGN
63355,11304,22,13,9603,7096,814,94,212.03235910619253,45.28820673332654,550,67,713.6797109517071,211.18458052970425,265143.3063418948,5140.874453276217,0,1,0,0,0,0,1,1,0.6389606344312007,BENIGN
20682,732636,11,17,9216,12545,655,57,631.5423305327207,151.59646179060968,1382,26,466.298817055651,255.12809328008927,141852.40496761148,6601.964005613688,1,1,0,1,0,1,0,0,1.1523001857097313,BENIGN
29325,516124,23,18,14864,1232,1232,15,695.4238137068047,189.0885197728821,272,80,864.3779198193608,129.27040559743637,827799.7519827825,3263.768508751806,1,1,0,1,0,1,0,0,0.6300747626647094,BENIGN
33327,959126,23,35,3558,2987,127,33,883.0729852773047,454.9752659505468,477,49,275.4295631453935,63.26301582619757,400114.7837487692,3177.282414564027,0,0,1,1,1,1,0,0,1.958457035940337,BENIGN
50771,856728,12,47,6746,8184,938,73,311.8466180044961,31.407123585965227,1049,21,692.6728978895752,265.7373498869354,324662.1244954835,4325.035750966924,0,0,1,0,1,0,1,0,1.8507881150033376,DDoS
48979,991965,23,42,2099,10916,413,51,854.7353222919904,154.0724679834694,727,2,862.2229895892528,185.7974886787244,655707.8892740449,37.29387084706029,1,1,1,0,0,0,1,1,1.2318855787420917,DDoS
17469,975218,17,20,3260,6303,856,61,432.5957513736178,15.587479104164494,556,41,195.43057789933783,343.6613715936014,580326.0323440671,8762.401785001113,0,0,0,1,0,0,0,0,1.7505764000989958,BENIGN
48173,628865,10,47,67,14856,1246,44,826.6557951602147,342.9758525960945,146,6,258.2398132199344,422.3473569761285,946610.463366188,9639.658136512437,0,1,0,0,1,0,0,1,1.6085473146696891,BENIGN
24078,542778,46,10,10968,2923,575,58,354.7261933206152,94.0248334625536,186,71,863.5204585939221,46.96097912531095,394077.2734192284,3797.6725212162432,0,0,1,0,0,1,1,0,0.6148913774617226,BENIGN
3656,649830,49,46,2165,2434,208,91,637.1356484431092,97.63679057380196,831,53,730.541796425426,488.951643661014,716109.4934752436,5552.250815836792,0,1,1,1,1,1,0,1,1.2065379195751476,BENIGN
8840,342830,16,17,14592,7379,271,35,762.0502783675142,379.51823665545805,141,60,844.0036611989929,99.42114668887272,357530.65909407934,6826.829362135281,1,1,1,1,0,0,1,1,0.5521494131678577,BENIGN
15562,642397,1,34,10148,9663,1184,35,973.2789081830769,291.1857058649429,1228,5,489.0791369119425,168.8706481032754,751256.5149514143,7362.075984701039,0,1,1,1,1,0,1,0,0.7815339279627167,PortScan
26624,739867,26,15,10663,3349,1157,71,316.9246634127579,352.04242567192824,888,36,384.4549915414647,139.27785227345407,717156.3478462435,8415.915480089961,0,1,1,1,1,0,1,1,0.624631937591448,DDoS
